Line,Station,Code,day_of_week,hour,route_day_hour_avg_delay,route_hour_avg_delay,route_avg_delay
Line 1,COLLEGE STATION,MUIS,3,14,0.0,0.0,0.0
Line 1,COLLEGE STATION,MUIS,3,15,0.0,0.0,0.0
Line 1,COLLEGE STATION,MUIS,3,17,0.0,0.0,0.0
Line 1,COLLEGE STATION,MUIS,3,18,0.0,0.0,0.0
Line 1,COLLEGE STATION,MUIS,3,20,0.0,0.0,0.0
Line 1,COLLEGE STATION,MUIS,3,21,0.0,0.0,0.0
Line 1,COLLEGE STATION,MUIS,3,22,0.0,0.0,0.0
Line 1,COLLEGE STATION,MUIS,4,0,0.0,0.0,0.0
Line 1,COLLEGE STATION,MUIS,4,1,0.0,0.0,0.0
Line 1,COLLEGE STATION,MUIS,4,8,0.0,0.0,0.0
Line 1,COLLEGE STATION,MUIS,4,12,0.0,0.0,0.0
Line 1,COLLEGE STATION,MUIS,4,13,0.0,0.0,0.0
Line 1,COLLEGE STATION,MUIS,4,22,0.0,0.0,0.0
Line 1,COLLEGE STATION,MUIS,5,0,0.0,0.0,0.0
Line 1,COLLEGE STATION,MUIS,5,7,0.0,0.0,0.0
Line 1,COLLEGE STATION,MUIS,5,9,0.0,0.0,0.0
Line 1,COLLEGE STATION,MUIS,5,15,0.0,0.0,0.0
Line 1,COLLEGE STATION,MUIS,5,23,0.0,0.0,0.0
Line 1,COLLEGE STATION,MUIS,6,1,0.0,0.0,0.0
Line 1,COLLEGE STATION,MUIS,6,10,0.0,0.0,0.0
Line 1,COLLEGE STATION,MUIS,6,12,0.0,0.0,0.0
Line 1,COLLEGE STATION,MUIS,6,15,0.0,0.0,0.0
Line 1,COLLEGE STATION,MUIS,6,23,0.0,0.0,0.0
Line 1,COLLEGE STATION,MUNCA,0,2,0.0,0.0,0.0
Line 1,COLLEGE STATION,MUNCA,0,3,0.0,0.0,0.0
Line 1,COLLEGE STATION,MUNCA,0,5,0.0,0.0,0.0
Line 1,COLLEGE STATION,MUNCA,0,9,0.0,0.0,0.0
Line 1,COLLEGE STATION,MUNCA,0,10,0.0,0.0,0.0
Line 1,COLLEGE STATION,MUNCA,0,16,0.0,0.0,0.0
Line 1,COLLEGE STATION,MUNCA,1,5,0.0,0.0,0.0
Line 1,COLLEGE STATION,MUNCA,1,18,0.0,0.0,0.0
Line 1,COLLEGE STATION,MUNCA,2,5,0.0,0.0,0.0
Line 1,COLLEGE STATION,MUNCA,2,17,0.0,0.0,0.0
Line 1,COLLEGE STATION,MUNCA,2,22,0.0,0.0,0.0
Line 1,COLLEGE STATION,MUNCA,3,4,0.0,0.0,0.0
Line 1,COLLEGE STATION,MUNCA,3,5,0.0,0.0,0.0
Line 1,COLLEGE STATION,MUNCA,3,10,0.0,0.0,0.0
Line 1,COLLEGE STATION,MUNCA,4,4,0.0,0.0,0.0
Line 1,COLLEGE STATION,MUNCA,4,5,0.0,0.0,0.0
Line 1,COLLEGE STATION,MUNCA,4,11,0.0,0.0,0.0
Line 1,COLLEGE STATION,MUNCA,4,13,0.0,0.0,0.0
Line 1,COLLEGE STATION,MUNCA,4,16,0.0,0.0,0.0
Line 1,COLLEGE STATION,MUNCA,5,1,0.0,0.0,0.0
Line 1,COLLEGE STATION,MUNCA,5,5,0.0,0.0,0.0
Line 1,COLLEGE STATION,MUNCA,5,9,0.0,0.0,0.0
Line 1,COLLEGE STATION,MUNCA,5,17,0.0,0.0,0.0
Line 1,COLLEGE STATION,MUNCA,5,18,0.0,0.0,0.0
Line 1,COLLEGE STATION,MUNCA,6,7,0.0,0.0,0.0
Line 1,COLLEGE STATION,MUNCA,6,16,0.0,0.0,0.0
Line 1,COLLEGE STATION,MUNOA,4,11,7.0,7.0,7.0
Line 1,COLLEGE STATION,MUO,0,17,5.0,4.0,1.3636363636363635
Line 1,COLLEGE STATION,MUO,1,17,7.0,4.0,1.3636363636363635
Line 1,COLLEGE STATION,MUO,2,1,0.0,0.0,1.3636363636363635
Line 1,COLLEGE STATION,MUO,2,9,0.0,0.0,1.3636363636363635
Line 1,COLLEGE STATION,MUO,2,20,0.0,0.0,1.3636363636363635
Line 1,COLLEGE STATION,MUO,3,17,0.0,4.0,1.3636363636363635
Line 1,COLLEGE STATION,MUO,4,7,3.0,3.0,1.3636363636363635
Line 1,COLLEGE STATION,MUO,4,18,0.0,0.0,1.3636363636363635
Line 1,COLLEGE STATION,MUO,4,23,0.0,0.0,1.3636363636363635
Line 1,COLLEGE STATION,MUO,5,5,0.0,0.0,1.3636363636363635
Line 1,COLLEGE STATION,MUO,6,14,0.0,0.0,1.3636363636363635
Line 1,COLLEGE STATION,MUPAA,0,8,5.0,4.6,3.1954022988505746
Line 1,COLLEGE STATION,MUPAA,0,9,0.0,1.8571428571428572,3.1954022988505746
Line 1,COLLEGE STATION,MUPAA,0,10,6.0,4.25,3.1954022988505746
Line 1,COLLEGE STATION,MUPAA,0,11,6.0,4.666666666666667,3.1954022988505746
Line 1,COLLEGE STATION,MUPAA,0,12,4.0,4.0,3.1954022988505746
Line 1,COLLEGE STATION,MUPAA,0,15,4.0,1.3333333333333333,3.1954022988505746
Line 1,COLLEGE STATION,MUPAA,0,17,4.0,3.2,3.1954022988505746
Line 1,COLLEGE STATION,MUPAA,0,21,4.0,2.2,3.1954022988505746
Line 1,COLLEGE STATION,MUPAA,1,0,0.0,2.0,3.1954022988505746
Line 1,COLLEGE STATION,MUPAA,1,1,0.0,1.25,3.1954022988505746
Line 1,COLLEGE STATION,MUPAA,1,7,5.0,4.0,3.1954022988505746
Line 1,COLLEGE STATION,MUPAA,1,9,4.333333333333333,1.8571428571428572,3.1954022988505746
Line 1,COLLEGE STATION,MUPAA,1,11,4.0,4.666666666666667,3.1954022988505746
Line 1,COLLEGE STATION,MUPAA,1,16,3.0,5.0,3.1954022988505746
Line 1,COLLEGE STATION,MUPAA,1,17,4.0,3.2,3.1954022988505746
Line 1,COLLEGE STATION,MUPAA,1,18,0.0,2.888888888888889,3.1954022988505746
Line 1,COLLEGE STATION,MUPAA,2,1,2.5,1.25,3.1954022988505746
Line 1,COLLEGE STATION,MUPAA,2,7,3.0,4.0,3.1954022988505746
Line 1,COLLEGE STATION,MUPAA,2,9,0.0,1.8571428571428572,3.1954022988505746
Line 1,COLLEGE STATION,MUPAA,2,10,3.0,4.25,3.1954022988505746
Line 1,COLLEGE STATION,MUPAA,2,13,3.5,3.0,3.1954022988505746
Line 1,COLLEGE STATION,MUPAA,2,16,10.0,5.0,3.1954022988505746
Line 1,COLLEGE STATION,MUPAA,2,17,7.0,3.2,3.1954022988505746
Line 1,COLLEGE STATION,MUPAA,2,18,5.0,2.888888888888889,3.1954022988505746
Line 1,COLLEGE STATION,MUPAA,2,19,1.5,1.0,3.1954022988505746
Line 1,COLLEGE STATION,MUPAA,2,20,4.0,5.4,3.1954022988505746
Line 1,COLLEGE STATION,MUPAA,2,23,4.5,4.5,3.1954022988505746
Line 1,COLLEGE STATION,MUPAA,3,0,0.0,2.0,3.1954022988505746
Line 1,COLLEGE STATION,MUPAA,3,8,5.0,4.6,3.1954022988505746
Line 1,COLLEGE STATION,MUPAA,3,9,0.0,1.8571428571428572,3.1954022988505746
Line 1,COLLEGE STATION,MUPAA,3,10,4.0,4.25,3.1954022988505746
Line 1,COLLEGE STATION,MUPAA,3,11,4.0,4.666666666666667,3.1954022988505746
Line 1,COLLEGE STATION,MUPAA,3,15,0.0,1.3333333333333333,3.1954022988505746
Line 1,COLLEGE STATION,MUPAA,3,17,0.0,3.2,3.1954022988505746
Line 1,COLLEGE STATION,MUPAA,3,18,1.5,2.888888888888889,3.1954022988505746
Line 1,COLLEGE STATION,MUPAA,4,0,4.0,2.0,3.1954022988505746
Line 1,COLLEGE STATION,MUPAA,4,1,0.0,1.25,3.1954022988505746
Line 1,COLLEGE STATION,MUPAA,4,8,4.0,4.6,3.1954022988505746
Line 1,COLLEGE STATION,MUPAA,4,10,4.0,4.25,3.1954022988505746
Line 1,COLLEGE STATION,MUPAA,4,12,3.0,4.0,3.1954022988505746
Line 1,COLLEGE STATION,MUPAA,4,16,4.333333333333333,5.0,3.1954022988505746
Line 1,COLLEGE STATION,MUPAA,4,17,2.0,3.2,3.1954022988505746
Line 1,COLLEGE STATION,MUPAA,4,18,4.0,2.888888888888889,3.1954022988505746
Line 1,COLLEGE STATION,MUPAA,4,19,0.0,1.0,3.1954022988505746
Line 1,COLLEGE STATION,MUPAA,4,20,11.0,5.4,3.1954022988505746
Line 1,COLLEGE STATION,MUPAA,4,22,3.5,3.6666666666666665,3.1954022988505746
Line 1,COLLEGE STATION,MUPAA,5,0,4.0,2.0,3.1954022988505746
Line 1,COLLEGE STATION,MUPAA,5,13,5.0,3.0,3.1954022988505746
Line 1,COLLEGE STATION,MUPAA,5,16,4.5,5.0,3.1954022988505746
Line 1,COLLEGE STATION,MUPAA,5,17,4.0,3.2,3.1954022988505746
Line 1,COLLEGE STATION,MUPAA,5,18,3.0,2.888888888888889,3.1954022988505746
Line 1,COLLEGE STATION,MUPAA,5,20,4.0,5.4,3.1954022988505746
Line 1,COLLEGE STATION,MUPAA,5,21,2.3333333333333335,2.2,3.1954022988505746
Line 1,COLLEGE STATION,MUPAA,5,22,4.0,3.6666666666666665,3.1954022988505746
Line 1,COLLEGE STATION,MUPAA,6,8,5.0,4.6,3.1954022988505746
Line 1,COLLEGE STATION,MUPAA,6,12,4.5,4.0,3.1954022988505746
Line 1,COLLEGE STATION,MUPAA,6,13,0.0,3.0,3.1954022988505746
Line 1,COLLEGE STATION,MUPAA,6,14,0.0,0.0,3.1954022988505746
Line 1,COLLEGE STATION,MUPAA,6,17,0.0,3.2,3.1954022988505746
Line 1,COLLEGE STATION,MUPAA,6,18,5.0,2.888888888888889,3.1954022988505746
Line 1,COLLEGE STATION,MUPAA,6,21,0.0,2.2,3.1954022988505746
Line 1,COLLEGE STATION,MUPF,1,18,3.5,3.5,2.3333333333333335
Line 1,COLLEGE STATION,MUPF,1,20,0.0,0.0,2.3333333333333335
Line 1,COLLEGE STATION,MUPR1,2,15,4.0,4.0,4.0
Line 1,COLLEGE STATION,MUSAN,0,13,5.0,5.0,5.666666666666667
Line 1,COLLEGE STATION,MUSAN,0,15,6.0,6.0,5.666666666666667
Line 1,COLLEGE STATION,MUSAN,0,23,6.0,6.0,5.666666666666667
Line 1,COLLEGE STATION,MUSAN,1,19,4.0,4.0,5.666666666666667
Line 1,COLLEGE STATION,MUSAN,2,13,5.0,5.0,5.666666666666667
Line 1,COLLEGE STATION,MUSAN,2,20,9.0,9.0,5.666666666666667
Line 1,COLLEGE STATION,MUSAN,4,17,4.0,4.0,5.666666666666667
Line 1,COLLEGE STATION,MUSAN,6,18,6.0,6.0,5.666666666666667
Line 1,COLLEGE STATION,MUTO,6,8,0.0,0.0,0.0
Line 1,COLLEGE STATION,MUWR,3,21,29.0,29.0,29.0
Line 1,COLLEGE STATION,PUMEL,0,7,0.0,0.0,0.0
Line 1,COLLEGE STATION,PUMEL,1,10,0.0,0.0,0.0
Line 1,COLLEGE STATION,PUMEL,1,13,0.0,0.0,0.0
Line 1,COLLEGE STATION,PUMEL,1,17,0.0,0.0,0.0
Line 1,COLLEGE STATION,PUMEL,2,8,0.0,0.0,0.0
Line 1,COLLEGE STATION,PUMEL,2,13,0.0,0.0,0.0
Line 1,COLLEGE STATION,PUMEL,2,19,0.0,0.0,0.0
Line 1,COLLEGE STATION,PUMEL,3,9,0.0,0.0,0.0
Line 1,COLLEGE STATION,PUMEL,3,16,0.0,0.0,0.0
Line 1,COLLEGE STATION,PUMEL,4,6,0.0,0.0,0.0
Line 1,COLLEGE STATION,PUMEL,4,12,0.0,0.0,0.0
Line 1,COLLEGE STATION,PUMEL,4,16,0.0,0.0,0.0
Line 1,COLLEGE STATION,PUMEL,5,12,0.0,0.0,0.0
Line 1,COLLEGE STATION,PUMEL,5,22,0.0,0.0,0.0
Line 1,COLLEGE STATION,PUMEL,6,20,0.0,0.0,0.0
Line 1,COLLEGE STATION,PUMO,2,16,0.0,0.0,0.0
Line 1,COLLEGE STATION,PUMO,4,0,0.0,0.0,0.0
Line 1,COLLEGE STATION,PUMST,0,17,0.0,0.0,0.0
Line 1,COLLEGE STATION,PUMST,0,22,0.0,0.0,0.0
Line 1,COLLEGE STATION,PUMST,1,8,0.0,0.0,0.0
Line 1,COLLEGE STATION,PUMST,2,9,0.0,0.0,0.0
Line 1,COLLEGE STATION,PUMST,2,18,0.0,0.0,0.0
Line 1,COLLEGE STATION,PUMST,3,13,0.0,0.0,0.0
Line 1,COLLEGE STATION,PUMST,3,15,0.0,0.0,0.0
Line 1,COLLEGE STATION,PUMST,3,18,0.0,0.0,0.0
Line 1,COLLEGE STATION,PUMST,4,12,0.0,0.0,0.0
Line 1,COLLEGE STATION,PUMST,4,17,0.0,0.0,0.0
Line 1,COLLEGE STATION,PUMST,4,19,0.0,0.0,0.0
Line 1,COLLEGE STATION,PUMST,4,21,0.0,0.0,0.0
Line 1,COLLEGE STATION,PUMST,5,14,0.0,0.0,0.0
Line 1,COLLEGE STATION,PUMST,5,15,0.0,0.0,0.0
Line 1,COLLEGE STATION,PUMST,5,20,0.0,0.0,0.0
Line 1,COLLEGE STATION,PUMST,5,22,0.0,0.0,0.0
Line 1,COLLEGE STATION,PUMST,6,12,0.0,0.0,0.0
Line 1,COLLEGE STATION,PUMST,6,14,0.0,0.0,0.0
Line 1,COLLEGE STATION,PUMST,6,17,0.0,0.0,0.0
Line 1,COLLEGE STATION,PUMST,6,18,0.0,0.0,0.0
Line 1,COLLEGE STATION,PUOPO,0,6,1.5,1.5,3.3333333333333335
Line 1,COLLEGE STATION,PUOPO,0,7,4.0,4.0,3.3333333333333335
Line 1,COLLEGE STATION,PUOPO,0,8,2.0,4.0,3.3333333333333335
Line 1,COLLEGE STATION,PUOPO,0,14,0.0,1.0,3.3333333333333335
Line 1,COLLEGE STATION,PUOPO,0,16,0.0,0.0,3.3333333333333335
Line 1,COLLEGE STATION,PUOPO,0,17,7.0,2.3333333333333335,3.3333333333333335
Line 1,COLLEGE STATION,PUOPO,1,0,5.0,5.0,3.3333333333333335
Line 1,COLLEGE STATION,PUOPO,1,1,0.0,0.0,3.3333333333333335
Line 1,COLLEGE STATION,PUOPO,1,8,3.0,4.0,3.3333333333333335
Line 1,COLLEGE STATION,PUOPO,1,10,3.0,6.0,3.3333333333333335
Line 1,COLLEGE STATION,PUOPO,1,18,4.0,3.25,3.3333333333333335
Line 1,COLLEGE STATION,PUOPO,1,19,5.0,5.0,3.3333333333333335
Line 1,COLLEGE STATION,PUOPO,2,7,4.0,4.0,3.3333333333333335
Line 1,COLLEGE STATION,PUOPO,2,8,0.0,4.0,3.3333333333333335
Line 1,COLLEGE STATION,PUOPO,2,10,7.0,6.0,3.3333333333333335
Line 1,COLLEGE STATION,PUOPO,2,12,10.0,10.0,3.3333333333333335
Line 1,COLLEGE STATION,PUOPO,2,14,0.0,1.0,3.3333333333333335
Line 1,COLLEGE STATION,PUOPO,2,18,3.0,3.25,3.3333333333333335
Line 1,COLLEGE STATION,PUOPO,3,13,0.0,2.0,3.3333333333333335
Line 1,COLLEGE STATION,PUOPO,3,18,6.0,3.25,3.3333333333333335
Line 1,COLLEGE STATION,PUOPO,3,19,7.0,5.0,3.3333333333333335
Line 1,COLLEGE STATION,PUOPO,3,20,0.0,0.0,3.3333333333333335
Line 1,COLLEGE STATION,PUOPO,4,1,0.0,0.0,3.3333333333333335
Line 1,COLLEGE STATION,PUOPO,4,7,4.0,4.0,3.3333333333333335
Line 1,COLLEGE STATION,PUOPO,4,8,7.0,4.0,3.3333333333333335
Line 1,COLLEGE STATION,PUOPO,4,17,0.0,2.3333333333333335,3.3333333333333335
Line 1,COLLEGE STATION,PUOPO,5,11,3.0,3.0,3.3333333333333335
Line 1,COLLEGE STATION,PUOPO,5,13,4.0,2.0,3.3333333333333335
Line 1,COLLEGE STATION,PUOPO,5,18,0.0,3.25,3.3333333333333335
Line 1,COLLEGE STATION,PUOPO,5,19,3.0,5.0,3.3333333333333335
Line 1,COLLEGE STATION,PUOPO,5,23,5.0,5.0,3.3333333333333335
Line 1,COLLEGE STATION,PUOPO,6,10,8.0,6.0,3.3333333333333335
Line 1,COLLEGE STATION,PUOPO,6,14,3.0,1.0,3.3333333333333335
Line 1,COLLEGE STATION,PUOPO,6,17,0.0,2.3333333333333335,3.3333333333333335
Line 1,COLLEGE STATION,PUOPO,6,20,0.0,0.0,3.3333333333333335
Line 1,COLLEGE STATION,PUSAC,0,11,6.0,6.0,3.6666666666666665
Line 1,COLLEGE STATION,PUSAC,4,20,5.0,5.0,3.6666666666666665
Line 1,COLLEGE STATION,PUSAC,5,10,0.0,0.0,3.6666666666666665
Line 1,COLLEGE STATION,PUSRA,3,16,5.0,5.0,5.0
Line 1,COLLEGE STATION,PUTR,1,5,3.0,3.0,3.0
Line 1,COLLEGE STATION,PUTWZ,2,5,0.0,2.5,2.5
Line 1,COLLEGE STATION,PUTWZ,3,5,5.0,2.5,2.5
Line 1,COLLEGE STATION,SUAE,0,8,6.0,6.0,2.727272727272727
Line 1,COLLEGE STATION,SUAE,0,15,0.0,0.0,2.727272727272727
Line 1,COLLEGE STATION,SUAE,0,21,24.0,24.0,2.727272727272727
Line 1,COLLEGE STATION,SUAE,0,22,0.0,0.0,2.727272727272727
Line 1,COLLEGE STATION,SUAE,1,9,0.0,0.0,2.727272727272727
Line 1,COLLEGE STATION,SUAE,2,11,0.0,0.0,2.727272727272727
Line 1,COLLEGE STATION,SUAE,2,15,0.0,0.0,2.727272727272727
Line 1,COLLEGE STATION,SUAE,3,19,0.0,0.0,2.727272727272727
Line 1,COLLEGE STATION,SUAE,4,10,0.0,0.0,2.727272727272727
Line 1,COLLEGE STATION,SUAE,6,11,0.0,0.0,2.727272727272727
Line 1,COLLEGE STATION,SUAP,0,7,4.0,2.0,2.35
Line 1,COLLEGE STATION,SUAP,0,9,0.0,0.0,2.35
Line 1,COLLEGE STATION,SUAP,0,17,10.0,10.0,2.35
Line 1,COLLEGE STATION,SUAP,1,7,0.0,2.0,2.35
Line 1,COLLEGE STATION,SUAP,1,11,0.0,0.0,2.35
Line 1,COLLEGE STATION,SUAP,2,22,5.0,3.3333333333333335,2.35
Line 1,COLLEGE STATION,SUAP,3,14,0.0,0.0,2.35
Line 1,COLLEGE STATION,SUAP,3,18,0.0,0.0,2.35
Line 1,COLLEGE STATION,SUAP,3,21,0.0,0.0,2.35
Line 1,COLLEGE STATION,SUAP,4,13,0.0,0.0,2.35
Line 1,COLLEGE STATION,SUAP,4,18,0.0,0.0,2.35
Line 1,COLLEGE STATION,SUAP,4,23,0.0,0.0,2.35
Line 1,COLLEGE STATION,SUAP,5,11,0.0,0.0,2.35
Line 1,COLLEGE STATION,SUAP,5,13,0.0,0.0,2.35
Line 1,COLLEGE STATION,SUAP,5,14,0.0,0.0,2.35
Line 1,COLLEGE STATION,SUAP,5,22,0.0,3.3333333333333335,2.35
Line 1,COLLEGE STATION,SUAP,6,15,17.0,17.0,2.35
Line 1,COLLEGE STATION,SUAP,6,19,6.0,6.0,2.35
Line 1,COLLEGE STATION,SUDP,0,0,3.5,0.7777777777777778,1.9770992366412214
Line 1,COLLEGE STATION,SUDP,0,6,0.0,0.0,1.9770992366412214
Line 1,COLLEGE STATION,SUDP,0,8,0.0,3.6,1.9770992366412214
Line 1,COLLEGE STATION,SUDP,0,10,1.0,0.75,1.9770992366412214
Line 1,COLLEGE STATION,SUDP,0,11,0.0,3.3333333333333335,1.9770992366412214
Line 1,COLLEGE STATION,SUDP,0,14,5.0,3.25,1.9770992366412214
Line 1,COLLEGE STATION,SUDP,0,16,1.75,0.7777777777777778,1.9770992366412214
Line 1,COLLEGE STATION,SUDP,0,20,0.0,0.9090909090909091,1.9770992366412214
Line 1,COLLEGE STATION,SUDP,0,21,0.0,2.3333333333333335,1.9770992366412214
Line 1,COLLEGE STATION,SUDP,0,22,0.0,0.0,1.9770992366412214
Line 1,COLLEGE STATION,SUDP,1,1,5.666666666666667,4.2,1.9770992366412214
Line 1,COLLEGE STATION,SUDP,1,2,0.0,0.0,1.9770992366412214
Line 1,COLLEGE STATION,SUDP,1,7,2.5,2.857142857142857,1.9770992366412214
Line 1,COLLEGE STATION,SUDP,1,8,0.0,3.6,1.9770992366412214
Line 1,COLLEGE STATION,SUDP,1,9,8.0,3.7142857142857144,1.9770992366412214
Line 1,COLLEGE STATION,SUDP,1,10,0.0,0.75,1.9770992366412214
Line 1,COLLEGE STATION,SUDP,1,12,0.0,1.4,1.9770992366412214
Line 1,COLLEGE STATION,SUDP,1,13,1.5,1.3333333333333333,1.9770992366412214
Line 1,COLLEGE STATION,SUDP,1,16,0.0,0.7777777777777778,1.9770992366412214
Line 1,COLLEGE STATION,SUDP,1,18,5.5,2.75,1.9770992366412214
Line 1,COLLEGE STATION,SUDP,1,20,0.0,0.9090909090909091,1.9770992366412214
Line 1,COLLEGE STATION,SUDP,1,21,0.0,2.3333333333333335,1.9770992366412214
Line 1,COLLEGE STATION,SUDP,1,22,0.0,0.0,1.9770992366412214
Line 1,COLLEGE STATION,SUDP,1,23,4.0,1.3333333333333333,1.9770992366412214
Line 1,COLLEGE STATION,SUDP,2,0,0.0,0.7777777777777778,1.9770992366412214
Line 1,COLLEGE STATION,SUDP,2,5,4.0,4.0,1.9770992366412214
Line 1,COLLEGE STATION,SUDP,2,9,5.5,3.7142857142857144,1.9770992366412214
Line 1,COLLEGE STATION,SUDP,2,11,6.0,3.3333333333333335,1.9770992366412214
Line 1,COLLEGE STATION,SUDP,2,12,0.0,1.4,1.9770992366412214
Line 1,COLLEGE STATION,SUDP,2,14,2.3333333333333335,3.25,1.9770992366412214
Line 1,COLLEGE STATION,SUDP,2,16,0.0,0.7777777777777778,1.9770992366412214
Line 1,COLLEGE STATION,SUDP,2,18,0.0,2.75,1.9770992366412214
Line 1,COLLEGE STATION,SUDP,2,21,0.0,2.3333333333333335,1.9770992366412214
Line 1,COLLEGE STATION,SUDP,3,7,10.0,2.857142857142857,1.9770992366412214
Line 1,COLLEGE STATION,SUDP,3,8,0.0,3.6,1.9770992366412214
Line 1,COLLEGE STATION,SUDP,3,11,0.0,3.3333333333333335,1.9770992366412214
Line 1,COLLEGE STATION,SUDP,3,12,7.0,1.4,1.9770992366412214
Line 1,COLLEGE STATION,SUDP,3,13,3.0,1.3333333333333333,1.9770992366412214
Line 1,COLLEGE STATION,SUDP,3,15,6.0,2.4,1.9770992366412214
Line 1,COLLEGE STATION,SUDP,3,17,3.0,3.7142857142857144,1.9770992366412214
Line 1,COLLEGE STATION,SUDP,3,19,0.0,0.0,1.9770992366412214
Line 1,COLLEGE STATION,SUDP,3,20,0.0,0.9090909090909091,1.9770992366412214
Line 1,COLLEGE STATION,SUDP,3,21,9.0,2.3333333333333335,1.9770992366412214
Line 1,COLLEGE STATION,SUDP,3,23,0.0,1.3333333333333333,1.9770992366412214
Line 1,COLLEGE STATION,SUDP,4,0,0.0,0.7777777777777778,1.9770992366412214
Line 1,COLLEGE STATION,SUDP,4,2,0.0,0.0,1.9770992366412214
Line 1,COLLEGE STATION,SUDP,4,7,0.0,2.857142857142857,1.9770992366412214
Line 1,COLLEGE STATION,SUDP,4,9,3.5,3.7142857142857144,1.9770992366412214
Line 1,COLLEGE STATION,SUDP,4,12,0.0,1.4,1.9770992366412214
Line 1,COLLEGE STATION,SUDP,4,13,4.0,1.3333333333333333,1.9770992366412214
Line 1,COLLEGE STATION,SUDP,4,14,2.0,3.25,1.9770992366412214
Line 1,COLLEGE STATION,SUDP,4,15,6.0,2.4,1.9770992366412214
Line 1,COLLEGE STATION,SUDP,4,16,0.0,0.7777777777777778,1.9770992366412214
Line 1,COLLEGE STATION,SUDP,4,17,5.75,3.7142857142857144,1.9770992366412214
Line 1,COLLEGE STATION,SUDP,4,18,0.0,2.75,1.9770992366412214
Line 1,COLLEGE STATION,SUDP,4,20,0.0,0.9090909090909091,1.9770992366412214
Line 1,COLLEGE STATION,SUDP,5,0,0.0,0.7777777777777778,1.9770992366412214
Line 1,COLLEGE STATION,SUDP,5,6,0.0,0.0,1.9770992366412214
Line 1,COLLEGE STATION,SUDP,5,7,0.0,2.857142857142857,1.9770992366412214
Line 1,COLLEGE STATION,SUDP,5,9,0.0,3.7142857142857144,1.9770992366412214
Line 1,COLLEGE STATION,SUDP,5,11,0.0,3.3333333333333335,1.9770992366412214
Line 1,COLLEGE STATION,SUDP,5,13,0.0,1.3333333333333333,1.9770992366412214
Line 1,COLLEGE STATION,SUDP,5,15,0.0,2.4,1.9770992366412214
Line 1,COLLEGE STATION,SUDP,5,17,0.0,3.7142857142857144,1.9770992366412214
Line 1,COLLEGE STATION,SUDP,5,19,0.0,0.0,1.9770992366412214
Line 1,COLLEGE STATION,SUDP,5,20,2.5,0.9090909090909091,1.9770992366412214
Line 1,COLLEGE STATION,SUDP,5,21,9.0,2.3333333333333335,1.9770992366412214
Line 1,COLLEGE STATION,SUDP,5,23,0.0,1.3333333333333333,1.9770992366412214
Line 1,COLLEGE STATION,SUDP,6,1,2.0,4.2,1.9770992366412214
Line 1,COLLEGE STATION,SUDP,6,8,18.0,3.6,1.9770992366412214
Line 1,COLLEGE STATION,SUDP,6,9,0.0,3.7142857142857144,1.9770992366412214
Line 1,COLLEGE STATION,SUDP,6,11,7.0,3.3333333333333335,1.9770992366412214
Line 1,COLLEGE STATION,SUDP,6,13,0.0,1.3333333333333333,1.9770992366412214
Line 1,COLLEGE STATION,SUDP,6,15,0.0,2.4,1.9770992366412214
Line 1,COLLEGE STATION,SUDP,6,16,0.0,0.7777777777777778,1.9770992366412214
Line 1,COLLEGE STATION,SUDP,6,17,0.0,3.7142857142857144,1.9770992366412214
Line 1,COLLEGE STATION,SUDP,6,20,0.0,0.9090909090909091,1.9770992366412214
Line 1,COLLEGE STATION,SUDP,6,21,3.0,2.3333333333333335,1.9770992366412214
Line 1,COLLEGE STATION,SUDP,6,22,0.0,0.0,1.9770992366412214
Line 1,COLLEGE STATION,SUEAS,3,9,14.0,14.0,11.333333333333334
Line 1,COLLEGE STATION,SUEAS,5,1,12.0,12.0,11.333333333333334
Line 1,COLLEGE STATION,SUEAS,6,23,8.0,8.0,11.333333333333334
Line 1,COLLEGE STATION,SUG,0,0,0.0,0.0,0.0
Line 1,COLLEGE STATION,SUO,0,0,0.0,2.2,2.2808988764044944
Line 1,COLLEGE STATION,SUO,0,1,0.0,0.0,2.2808988764044944
Line 1,COLLEGE STATION,SUO,0,6,0.0,0.0,2.2808988764044944
Line 1,COLLEGE STATION,SUO,0,8,0.0,0.0,2.2808988764044944
Line 1,COLLEGE STATION,SUO,0,9,0.0,3.5,2.2808988764044944
Line 1,COLLEGE STATION,SUO,0,11,0.0,1.5,2.2808988764044944
Line 1,COLLEGE STATION,SUO,0,12,0.0,7.166666666666667,2.2808988764044944
Line 1,COLLEGE STATION,SUO,0,19,0.0,1.625,2.2808988764044944
Line 1,COLLEGE STATION,SUO,0,22,0.0,5.3,2.2808988764044944
Line 1,COLLEGE STATION,SUO,0,23,2.5,1.0,2.2808988764044944
Line 1,COLLEGE STATION,SUO,1,4,0.0,0.0,2.2808988764044944
Line 1,COLLEGE STATION,SUO,1,14,0.0,0.0,2.2808988764044944
Line 1,COLLEGE STATION,SUO,1,19,0.0,1.625,2.2808988764044944
Line 1,COLLEGE STATION,SUO,1,21,0.0,1.125,2.2808988764044944
Line 1,COLLEGE STATION,SUO,1,23,0.0,1.0,2.2808988764044944
Line 1,COLLEGE STATION,SUO,2,0,0.0,2.2,2.2808988764044944
Line 1,COLLEGE STATION,SUO,2,1,0.0,0.0,2.2808988764044944
